example_id,message,normalized_message,language,injured,trapped,fire,medical_emergency,people_affected,urgency,priority_label,priority_evidence_spans,temporal_status,perspective,severity_factors,missing_information_flags,needs_review,provenance,author_id,event_id,scenario_id,source_id,collection_session_id,paraphrase_group_id,template_family_id,annotator_id,second_reviewer_id,adjudication_status,review_reason,split,minimal_pair_id,minimal_pair_role,minimal_pair_changed_fact
PV4_03346,"For the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. It was as the wind increased in the north side; the message is being relayed.","for the exercise, imagine this at on the east road: the exercise asks us to imagine a rescue. it was as the wind increased in the north side; the message is being relayed.",en,0,1,0,0,3,2,LOW,"[""the exercise asks us to imagine a rescue""]",future,first_person,"[""entrapment context""]",[],false,synthetic_proposed,author_048,event_00836,scenario_03346,synthetic_source_a,session_11,group_03346,family_storm_14,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03347,The local channel says the local channel reports a fire downtown at by the river. It was while the tide came in in the north side; the message is being relayed.,the local channel says the local channel reports a fire downtown at by the river. it was while the tide came in in the north side; the message is being relayed.,en,0,0,0,0,17,2,LOW,"[""the local channel reports a fire downtown""]",current,news_report,[],[],false,synthetic_proposed,author_049,event_00836,scenario_03347,synthetic_source_a,session_12,group_03347,family_road_15,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03348,For responders near at the apartment block: a person is trapped but trained responders are already reaching them. It was before responders arrived in the north side; the message is being relayed. Can anyone check this?,for responders near at the apartment block: a person is trapped but trained responders are already reaching them. it was before responders arrived in the north side; the message is being relayed. can anyone check this?,en,0,1,0,0,8,3,CRITICAL,"[""a person is trapped but trained responders are already reaching them""]",current,first_person,"[""entrapment context""]",[],true,synthetic_proposed,author_050,event_00837,scenario_03348,synthetic_source_a,session_13,group_03348,family_water_16,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03349,"Please record this location, outside the clinic, and this fact: one person has a small injury and can walk. It was during the road closure in the north side; the message is being relayed. Please advise when you can.","please record this location, outside the clinic, and this fact: one person has a small injury and can walk. it was during the road closure in the north side; the message is being relayed. please advise when you can.",en,1,0,0,0,2,2,HIGH,"[""one person has a small injury and can walk""]",current,third_party_local,"[""minor injury""]",[],false,synthetic_proposed,author_051,event_00837,scenario_03349,synthetic_source_a,session_14,group_03349,family_crowd_00,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03350,Please note that smoke is near several homes but residents have a clear way out at behind the school. It was early this morning in the south side; the route remains open. We need responders.,please note that smoke is near several homes but residents have a clear way out at behind the school. it was early this morning in the south side; the route remains open. we need responders.,en,0,0,1,0,13,4,HIGH,"[""smoke is near several homes but residents have a clear way out""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_052,event_00837,scenario_03350,synthetic_source_a,session_15,group_03350,family_fire_01,,,unreviewed,synthetic data; not human verified,validation,,,
PV4_03351,Our update from on the east road is that water is rising around homes and people can still reach the road. It was during the morning in the south side; the route remains open. Can anyone check this?,our update from on the east road is that water is rising around homes and people can still reach the road. it was during the morning in the south side; the route remains open. can anyone check this?,en,0,0,0,1,6,1,HIGH,"[""water is rising around homes and people can still reach the road""]",current,first_person,"[""worsening condition""]",[],false,synthetic_proposed,author_053,event_00837,scenario_03351,synthetic_source_a,session_16,group_03351,family_medical_02,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03352,"From at the apartment block, I can report: the road is blocked by branches but nobody is hurt. It was after lunch in the south side; the route remains open. Please advise when you can.","from at the apartment block, i can report: the road is blocked by branches but nobody is hurt. it was after lunch in the south side; the route remains open. please advise when you can.",en,0,0,0,0,11,1,HIGH,"[""the road is blocked by branches but nobody is hurt""]",current,first_person,[],[],false,synthetic_proposed,author_054,event_00838,scenario_03352,synthetic_source_a,session_17,group_03352,family_storm_03,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03353,The situation at near the station is the homes are unsafe and families need to leave before the storm worsens. It was in the afternoon in the south side; the route remains open. No one here can handle it alone.,the situation at near the station is the homes are unsafe and families need to leave before the storm worsens. it was in the afternoon in the south side; the route remains open. no one here can handle it alone.,en,0,0,0,0,6,1,HIGH,"[""the homes are unsafe and families need to leave before the storm worsens""]",current,household,"[""worsening condition""]",[],false,synthetic_proposed,author_055,event_00838,scenario_03353,synthetic_source_a,session_18,group_03353,family_road_04,,,unreviewed,synthetic data; not human verified,test,,,
PV4_03354,We are calling about outside the clinic; someone is down near the old bridge. It was near sunset in the south side; the route remains open. Please send assistance.,we are calling about outside the clinic; someone is down near the old bridge. it was near sunset in the south side; the route remains open. please send assistance.,en,0,0,0,0,15,5,MEDIUM,"[""someone is down near the old bridge""]",current,household,[],"[""condition"", ""time""]",true,synthetic_proposed,author_056,event_00838,scenario_03354,synthetic_source_a,session_19,group_03354,family_water_05,,,unreviewed,synthetic data; not human verified,train,,,
PV4_03355,"At in our neighborhood, the message is simple: we need a ride out. It was this evening in the south side; the route remains open. We need responders.","at in our neighborhood, the message is simple: we need a ride out. it was this evening in the south side; the route remains open. we need responders.",en,0,0,0,0,10,5,MEDIUM,"[""we need a ride out""]",current,third_party_local,[],"[""location"", ""hazard"", ""time""]",true,synthetic_proposed,author_057,event_00838,scenario_03355,synthetic_source_a,session_20,group_03355,family_missing_06,,,unreviewed,synthetic data; not human verified,train,,,
