id,message,priority_label,disaster_type,injured,trapped,fire,medical_emergency,people_affected,urgency,scenario_family,event_id,source_type,annotation_reason,language,split
rpv3-01883,"At this location, tornado report: A local outage is affecting residents who need routine community support. near the market. Please advise.",MEDIUM,tornado,0,0,0,0,20,5,power,v3_tornado_medium_05,controlled_synthetic_v3,V3 policy example; power scenario with contextual rescue urgency.,en,validation
rpv3-03259,Field update: Societal report: A structure has collapsed around residents; responders must start a rescue immediately. along the main road. Please advise.,CRITICAL,societal,1,1,0,0,8,5,collapse,v3_societal_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-01524,Caller reports: Wildfire report: This is a news update about the disaster; there is no emergency here. in the north district. No other details are available.,LOW,wildfire,0,0,0,0,0,5,news,v3_wildfire_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02918,"Dispatch note: At this location, biological report: Damage has made several homes unsafe and families need urgent evacuation support. near the school.",HIGH,biological,0,0,0,0,18,5,evacuation,v3_biological_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,test
rpv3-00523,"Caller reports: At this location, earthquake report: A serious but stable injury needs prompt treatment; the person is conscious. along the main road.",HIGH,earthquake,1,0,0,1,1,2,injury,v3_earthquake_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-00325,Caller reports: Flood report: This is a news update about the incident; there is no emergency here. by the river. Please advise.,LOW,flood,0,0,0,0,0,3,news,v3_flood_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,test
rpv3-03964,Other report: A small incident is contained; everyone is accounted for and safe. near the school.,LOW,other,0,0,1,0,2,4,contained,v3_other_low_04,controlled_synthetic_v3,V3 policy example; contained scenario with contextual rescue urgency.,en,train
rpv3-01784,Field update: Tornado report: An active hazard threatens the neighborhood and an evacuation team should respond soon. at the apartment block. Send the appropriate team.,HIGH,tornado,0,0,1,0,12,2,hazard,v3_tornado_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-00199,Dispatch note: Flood report: An active hazard threatens the neighborhood and an evacuation team should respond soon. near the school.,HIGH,flood,0,0,1,0,12,3,hazard,v3_flood_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,train
rpv3-03598,"Resident says: At this location, societal report: The forecast is being monitored from a safe place; no response is requested. by the river. Send the appropriate team.",LOW,societal,0,0,0,0,0,4,forecast,v3_societal_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,train
rpv3-00002,Field update: Flood report: People are trapped and cannot escape; immediate rescue is required. along the main road. Send the appropriate team.,CRITICAL,flood,1,1,0,0,5,5,trapped,v3_flood_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,train
rpv3-02934,Field update: Biological report: A serious but stable injury requires prompt treatment; the person is conscious. near the school. Send the appropriate team.,HIGH,biological,1,0,0,1,1,4,injury,v3_biological_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,test
rpv3-01040,"Please help: Hurricane report: Several people need water and supplies, but everyone is safe for now. near the school. No other details are available.",MEDIUM,hurricane,0,0,0,0,15,2,supplies,v3_hurricane_medium_02,controlled_synthetic_v3,V3 policy example; supplies scenario with contextual rescue urgency.,en,train
rpv3-02049,"Field update: At this location, industrial report: A structure has collapsed around residents; responders must start a rescue immediately. at the apartment block. No other details are available.",CRITICAL,industrial,1,1,0,0,8,2,collapse,v3_industrial_critical_03,controlled_synthetic_v3,V3 policy example; collapse scenario with contextual rescue urgency.,en,train
rpv3-00116,Dispatch note: Flood report: Damage has made several homes unsafe and families need urgent evacuation support. by the river. No other details are available.,HIGH,flood,0,0,0,0,18,3,evacuation,v3_flood_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,validation
rpv3-02559,"Field update: Transportation report: Several households need urgent shelter after the incident, with no one trapped. by the river.",HIGH,transportation,0,0,0,0,24,5,shelter,v3_transportation_high_03,controlled_synthetic_v3,V3 policy example; shelter scenario with contextual rescue urgency.,en,train
rpv3-00176,Flood report: A blocked route is affecting many residents and responders should provide urgent assistance. at the apartment block. Send the appropriate team.,HIGH,flood,0,0,0,0,30,3,route,v3_flood_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-01987,Field update: Tornado report: The forecast is being monitored from a safe place; no response is requested. near the market.,LOW,tornado,0,0,0,0,0,1,forecast,v3_tornado_low_05,controlled_synthetic_v3,V3 policy example; forecast scenario with contextual rescue urgency.,en,validation
rpv3-00975,"Resident says: At this location, hurricane report: A blocked route is affecting many residents and responders should provide urgent assistance. by the river. Send the appropriate team.",HIGH,hurricane,0,0,0,0,30,1,route,v3_hurricane_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-03144,Please help: Biological report: The preparedness drill finished normally and this is not an active emergency. by the river. No other details are available.,LOW,biological,0,0,0,0,0,4,drill,v3_biological_low_03,controlled_synthetic_v3,V3 policy example; drill scenario with contextual rescue urgency.,en,train
rpv3-03128,Field update: Biological report: This is a news update about the disaster; there is no emergency here. at the apartment block.,LOW,biological,0,0,0,0,0,2,news,v3_biological_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-00170,Field update: Flood report: A blocked route is affecting many residents and responders should provide urgent assistance. at the apartment block. This is the latest update.,HIGH,flood,0,0,0,0,30,5,route,v3_flood_high_04,controlled_synthetic_v3,V3 policy example; route scenario with contextual rescue urgency.,en,train
rpv3-03323,"At this location, societal report: A serious but stable injury needs prompt treatment; the person is conscious. by the river. Please advise.",HIGH,societal,1,0,0,1,1,4,injury,v3_societal_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-00915,"Field update: At this location, hurricane report: Damage has made several homes unsafe and families need urgent evacuation support. along the main road. No other details are available.",HIGH,hurricane,0,0,0,0,18,3,evacuation,v3_hurricane_high_01,controlled_synthetic_v3,V3 policy example; evacuation scenario with contextual rescue urgency.,en,train
rpv3-03686,"At this location, other report: A child is missing in the disaster area and an urgent search and rescue is needed. near the school. No other details are available.",CRITICAL,other,0,0,0,0,1,3,missing,v3_other_critical_05,controlled_synthetic_v3,V3 policy example; missing scenario with contextual rescue urgency.,en,test
rpv3-02132,"At this location, industrial report: A serious but stable injury needs prompt treatment; the person is conscious. along the main road. Send the appropriate team.",HIGH,industrial,1,0,0,1,1,4,injury,v3_industrial_high_02,controlled_synthetic_v3,V3 policy example; injury scenario with contextual rescue urgency.,en,train
rpv3-03793,Other report: An active hazard threatens the neighborhood and an evacuation team should respond soon. at the apartment block. Please advise.,HIGH,other,0,0,1,0,12,4,hazard,v3_other_high_05,controlled_synthetic_v3,V3 policy example; hazard scenario with contextual rescue urgency.,en,validation
rpv3-02409,"Please help: At this location, transportation report: People are trapped and cannot escape; immediate rescue is required. near the school. This is the latest update.",CRITICAL,transportation,1,1,0,0,5,1,trapped,v3_transportation_critical_01,controlled_synthetic_v3,V3 policy example; trapped scenario with contextual rescue urgency.,en,test
rpv3-03076,Resident says: Biological report: One person has a stable minor injury and can wait for non-urgent medical assistance. along the main road. This is the latest update.,MEDIUM,biological,1,0,0,1,1,2,stable,v3_biological_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,train
rpv3-03461,Dispatch note: Societal report: One person has a stable minor injury and can wait for non-urgent medical assistance. near the school.,MEDIUM,societal,1,0,0,1,1,4,stable,v3_societal_medium_04,controlled_synthetic_v3,V3 policy example; stable scenario with contextual rescue urgency.,en,test
rpv3-01930,Caller reports: Tornado report: This is a news update about the disaster; there is no emergency here. at the apartment block. Please advise.,LOW,tornado,0,0,0,0,0,4,news,v3_tornado_low_02,controlled_synthetic_v3,V3 policy example; news scenario with contextual rescue urgency.,en,train
rpv3-02618,"Caller reports: At this location, transportation report: Moderate damage affects the area; residents need a welfare check and basic assistance. near the market. This is the latest update.",MEDIUM,transportation,0,0,0,0,8,3,damage,v3_transportation_medium_01,controlled_synthetic_v3,V3 policy example; damage scenario with contextual rescue urgency.,en,test
